team__displayName,team__abbrName,team__logoId,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,recTotalCatches,recAvgCatchPct,recTotalDrops,recTotalLongest,recTotalTDs,recTotalYdsAfterCatch,recTotalYds,recAvgYacPerCatch,recAvgYdsPerCatch,recAvgYdsPerGame
Chargers,LAC,7,HB,554174365,Elijah Mitchell,6,0,1177,25,2,14.80,2,100.00,0,9,1,14,11,7.00,5.50,0.70
Chargers,LAC,7,TE,554174583,Donald Parham Jr,7,0,1498,89,7,21.90,9,100.00,0,24,2,31,99,3.44,11.00,6.11
Chiefs,KC,8,TE,554174381,Mike Butler,1,0,3370,83,15,191.50,97,94.45,9,38,14,329,1268,3.39,13.07,94.11
Chiefs,KC,8,TE,554174636,Jalen Peters,2,0,3347,80,2,1.50,3,100.00,0,7,0,7,15,2.33,5.00,0.76
Chiefs,KC,8,HB,554174163,Roosevelt Lucas,2,0,3846,36,2,11.80,2,100.00,0,13,1,9,21,4.50,10.50,1.34
Chiefs,KC,8,WR,554174794,Zach Wroten,2,0,3844,14,4,20.50,17,100.00,0,29,0,52,205,3.06,12.06,10.50
Chiefs,KC,8,HB,554172416,Israel Abanikanda,4,7,361,26,2,3.50,5,100.00,0,11,0,18,35,3.60,7.00,3.69
Chiefs,KC,8,WR,554174775,Rashee Rice,4,0,2366,4,17,87.70,79,95.39,3,31,4,237,815,3.00,10.32,51.64
Chiefs,KC,8,WR,554173106,Tank Dell,4,0,2090,3,13,100.40,63,96.79,2,28,4,203,764,3.22,12.13,59.01
Chiefs,KC,8,TE,554175277,Cole Turner,5,0,1990,85,6,4.40,7,88.89,2,9,0,27,44,3.86,6.29,4.76
Chiefs,KC,8,HB,554174576,Isiah Pacheco,5,0,1875,10,17,77.80,49,94.79,5,20,1,217,375,4.43,7.65,20.42
Chiefs,KC,8,FB,554175389,Derek Watt,11,0,8255,49,1,0.90,1,100.00,0,9,0,2,9,2.00,9.00,0.69
Chiefs,KC,8,WR,554172424,Davante Adams,12,0,6328,17,17,228.50,93,95.97,5,69,15,444,1385,4.77,14.89,93.42
Colts,IND,9,HB,554174474,Isaiah Clemens,1,0,3402,24,2,10.90,2,100.00,0,10,0,5,19,2.50,9.50,4.88
Colts,IND,9,WR,554172958,Jaylen Lewis,2,0,3770,26,13,124.40,50,97.62,2,82,6,331,908,6.62,18.16,71.53
Colts,IND,9,WR,554172664,Quinton Tate,2,0,4222,87,1,2.80,1,100.00,0,28,0,5,28,5.00,28.00,28.00
Colts,IND,9,WR,554173801,Bernie Betts,3,0,3939,84,14,86.80,51,94.64,2,60,4,290,648,5.69,12.71,55.79
Colts,IND,9,HB,554174600,Rod Cooks,3,0,3970,21,9,16.20,12,100.00,0,32,1,64,118,5.33,9.83,12.19
Colts,IND,9,TE,554175203,Terry Clay,3,0,3765,19,5,1.70,4,80.00,1,10,0,21,23,5.25,5.75,1.45
Colts,IND,9,WR,554174406,Jalen Moreno-Cropper,4,0,0,82,1,2.90,3,100.00,0,21,0,6,29,2.00,9.67,2.90
Colts,IND,9,WR,554174652,Alec Pierce,5,4,1890,14,16,70.00,59,98.36,2,81,5,298,945,5.05,16.02,46.01
Colts,IND,9,TE,554175549,Jelani Woods,5,0,2050,80,17,115.60,77,84.56,8,83,8,357,1077,4.64,13.99,55.64
Colts,IND,9,WR,554172931,Chase Claypool,7,0,700,12,9,90.30,32,100.00,0,42,6,206,543,6.44,16.97,26.98
Colts,IND,9,HB,554175159,Jonathan Taylor,7,0,604,28,11,87.90,23,93.64,2,49,1,160,277,6.96,12.04,22.45
Colts,IND,9,HB,554174370,Joe Mixon,10,0,9241,20,2,3.20,3,100.00,0,18,0,24,32,8.00,10.67,12.79
Commanders,WAS,25,TE,554174864,Andrew Branch,1,0,4082,86,8,35.30,15,95.83,1,27,3,51,173,3.40,11.53,7.56
Commanders,WAS,25,WR,554175615,Rafael Gaither,1,0,3869,15,4,6.70,9,83.33,2,20,0,26,67,2.89,7.44,6.02
Commanders,WAS,25,WR,554174012,Connor Brackins,2,0,3869,82,16,105.60,54,90.77,5,60,9,321,836,5.94,15.48,63.36
Commanders,WAS,25,TE,554173966,Luke Joseph,2,0,3638,83,2,2.00,3,100.00,0,11,0,18,20,6.00,6.67,1.06
Commanders,WAS,25,WR,554173147,Jahan Dotson,5,0,1470,1,15,49.50,42,97.78,1,75,4,201,472,4.79,11.24,35.97
Commanders,WAS,25,HB,554174046,Zonovan Knight,5,0,1801,28,6,14.90,21,100.00,0,18,1,139,174,6.62,8.29,11.21
Commanders,WAS,25,HB,554173411,Antonio Gibson,7,0,297,23,12,114.40,43,95.14,2,30,4,319,363,7.42,8.44,27.05
Commanders,WAS,25,WR,554174311,Terry McLaurin,8,0,9567,17,17,140.60,67,91.67,5,85,11,274,1007,4.09,15.03,53.50
Commanders,WAS,25,TE,554174009,Travis Kelce,14,0,5920,85,13,48.90,35,81.67,7,28,1,165,504,4.71,14.40,42.74
Cowboys,DAL,10,WR,554173041,Steve Nava,2,0,3906,89,15,62.70,46,97.33,2,28,3,181,477,3.93,10.37,31.62
Cowboys,DAL,10,TE,554174716,Will Holcomb,2,5,3360,87,12,120.60,62,95.74,4,42,8,264,962,4.26,15.52,84.76
Cowboys,DAL,10,HB,554172882,Deonte Hendrix,3,6,3857,0,17,200.90,59,95.39,3,60,9,333,780,5.64,13.22,40.32
Cowboys,DAL,10,WR,554174444,Kerry Franklin,3,0,3970,80,2,2.40,2,100.00,0,15,0,1,24,0.50,12.00,2.25
Cowboys,DAL,10,HB,554175310,Deuce Vaughn,4,0,2443,42,3,13.60,3,100.00,0,7,2,4,18,1.33,6.00,1.67
Cowboys,DAL,10,TE,554174902,Luke Schoonmaker,4,0,2384,86,4,13.20,7,100.00,0,16,1,22,72,3.14,10.29,5.74
Cowboys,DAL,10,WR,554174074,CeeDee Lamb,7,0,418,88,16,168.60,75,90.73,10,75,8,414,1312,5.52,17.49,84.81
Cowboys,DAL,10,WR,554174621,Donovan Peoples-Jones,7,0,514,83,1,0.50,1,100.00,0,5,0,2,5,2.00,5.00,0.33
Cowboys,DAL,10,WR,554175131,Courtland Sutton,9,0,9072,14,16,57.70,37,83.85,4,27,2,124,457,3.35,12.35,22.90
Cowboys,DAL,10,TE,554173407,Mike Gesicki,9,0,8900,85,9,41.70,25,97.78,1,63,1,162,357,6.48,14.28,24.48
Dolphins,MIA,11,WR,554175609,Kameron Watson,1,0,3810,84,16,143.50,60,100.00,0,82,8,352,955,5.87,15.92,55.15
Dolphins,MIA,11,TE,554173019,Andrew Meander,2,0,3810,11,1,0.00,0,0.00,1,0,0,0,0,0.00,0.00,0.00
Dolphins,MIA,11,TE,554173991,Markelle Burgess,2,0,3842,3,16,70.40,47,87.50,4,36,2,120,605,2.55,12.87,36.29
Dolphins,MIA,11,HB,554174062,Virgil Gibson,2,0,4084,22,10,35.00,25,87.50,2,42,0,146,246,5.84,9.84,14.52
Dolphins,MIA,11,WR,554173552,Lionel Childress,3,0,3400,86,5,5.70,6,100.00,0,23,0,22,57,3.67,9.50,6.18
Dolphins,MIA,11,TE,554173509,Sam Holcomb,3,0,3404,82,4,8.10,4,100.00,0,8,1,8,21,2.00,5.25,2.12
Dolphins,MIA,11,HB,554172422,De'Von Achane,4,0,676,29,14,93.50,44,98.98,1,68,3,411,513,9.34,11.66,51.62
Dolphins,MIA,11,WR,554175332,Jaylen Waddle,6,0,1374,17,17,157.80,71,98.09,2,85,11,285,994,4.01,14.00,65.83
Dolphins,MIA,11,WR,554172520,Tutu Atwell,6,0,1315,83,4,15.30,7,91.67,1,43,1,47,93,6.71,13.29,27.81
Dolphins,MIA,11,FB,554173783,Alec Ingold,8,0,9514,30,4,16.90,4,100.00,0,9,1,8,28,2.00,7.00,1.20
Dolphins,MIA,11,WR,554175039,JuJu Smith-Schuster,10,0,8729,89,14,65.10,45,85.12,4,28,2,137,531,3.04,11.80,35.18
Eagles,PHI,12,TE,554174323,Larry Rutherford,1,0,4089,89,7,21.50,10,100.00,0,26,2,27,95,2.70,9.50,6.10
Eagles,PHI,12,TE,554174633,Marshall Bone,1,0,3937,9,2,6.50,1,50.00,1,5,1,0,5,0.00,5.00,0.23
Eagles,PHI,12,HB,554174620,T.J. Meekins,1,0,3810,38,1,0.50,1,100.00,0,5,1,0,5,0.00,5.00,0.33
Eagles,PHI,12,HB,554175193,Calvin Heath,3,0,4222,33,10,41.40,16,75.00,4,29,1,73,142,4.56,8.88,11.34
Eagles,PHI,12,WR,554173351,Junior Woodard,3,0,3349,84,6,26.80,13,100.00,0,24,2,57,148,4.38,11.38,20.88
Eagles,PHI,12,HB,554174295,Kenny McIntosh,4,0,2306,25,4,8.80,4,100.00,0,13,0,16,23,4.00,5.75,0.74
Eagles,PHI,12,WR,554175003,DeVonta Smith,6,0,1369,6,17,109.00,81,98.18,2,59,4,439,963,5.42,11.89,60.22
Eagles,PHI,12,WR,554175382,Quez Watkins,7,0,651,16,17,167.10,76,93.53,5,73,11,438,1011,5.76,13.30,58.16
Eagles,PHI,12,WR,554172747,A.J. Brown,8,0,9397,11,14,80.70,51,97.62,1,48,6,196,650,3.84,12.75,63.56
Eagles,PHI,12,TE,554173437,Dallas Goedert,9,2,8901,88,16,86.30,57,97.36,3,34,5,262,752,4.60,13.19,44.94
Eagles,PHI,12,HB,554174370,Joe Mixon,10,0,9241,20,5,31.40,8,100.00,0,14,0,38,53,4.75,6.62,9.91
Falcons,ATL,13,TE,554174838,Eddie Burns,1,0,3370,6,14,78.10,37,81.67,8,52,6,200,553,5.41,14.95,32.05
Falcons,ATL,13,HB,554172431,Colt Hand,2,0,3370,31,5,8.90,5,100.00,0,10,0,19,33,3.80,6.60,1.57
Falcons,ATL,13,HB,554173641,Connor Carruthers,2,0,3763,19,1,0.50,1,100.00,0,5,0,1,5,1.00,5.00,5.00
Falcons,ATL,13,WR,554172897,J.D. Fleming,3,0,3762,88,13,93.10,40,89.32,5,65,6,259,703,6.48,17.58,53.00
Falcons,ATL,13,HB,554174807,Bijan Robinson,4,0,2613,7,15,118.80,62,94.22,5,39,7,375,641,6.05,10.34,36.83
Falcons,ATL,13,WR,554173155,Josh Downs,4,0,2117,86,9,9.70,21,85.19,2,30,0,58,260,2.76,12.38,25.32
Falcons,ATL,13,WR,554174158,Drake London,5,0,1813,5,15,171.00,66,93.55,5,72,11,441,1209,6.68,18.32,58.04
Falcons,ATL,13,WR,554173149,Romeo Doubs,5,0,1471,87,9,24.10,24,100.00,0,63,4,135,328,5.62,13.67,14.15
Falcons,ATL,13,TE,554174670,Kyle Pitts,6,36,1375,8,11,139.20,61,94.70,2,86,6,432,1062,7.08,17.41,103.09
Falcons,ATL,13,TE,554175259,Tommy Tremble,6,0,1376,82,1,6.60,1,100.00,0,6,1,0,6,0.00,6.00,0.67
Falcons,ATL,13,TE,554174492,David Njoku,10,0,8674,80,4,5.10,4,87.50,1,24,0,20,57,5.00,14.25,2.48
Giants,NYG,15,TE,554174408,Cortez Nicholas,1,0,4082,83,1,7.80,1,100.00,0,18,1,9,18,9.00,18.00,9.00
Giants,NYG,15,HB,554174137,Jason Barnes,2,0,3858,23,16,142.40,68,95.35,5,34,5,318,519,4.68,7.63,31.78
Giants,NYG,15,WR,554173033,Joe Fitzsimmons,2,0,3410,89,5,15.50,14,95.00,1,28,0,41,155,2.93,11.07,6.55
Giants,NYG,15,WR,554175047,David Covington,3,0,3404,87,17,78.90,47,87.26,4,36,4,179,608,3.81,12.94,30.87
Giants,NYG,15,TE,554173565,Rashaun Green,3,7,4207,81,17,73.80,49,90.63,7,31,3,169,616,3.45,12.57,33.18
Giants,NYG,15,WR,554173774,Jalin Hyatt,4,0,2219,13,17,97.30,63,95.88,3,37,3,198,924,3.14,14.67,54.24
Giants,NYG,15,HB,554174802,Brian Robinson Jr,5,0,1918,31,3,19.20,4,100.00,0,12,0,20,35,5.00,8.75,2.52
Giants,NYG,15,TE,554172611,Daniel Bellinger,5,0,1168,82,10,16.20,16,85.00,2,24,0,82,162,5.12,10.12,9.55
Giants,NYG,15,WR,554172583,Rashod Bateman,6,0,1236,7,14,79.00,51,92.92,4,55,6,193,695,3.78,13.63,48.24
Giants,NYG,15,HB,554173126,A.J. Dillon,7,0,716,26,1,0.40,1,100.00,0,4,0,3,4,3.00,4.00,1.00
Jaguars,JAX,16,WR,554172793,Alani McCutcheon,1,0,3946,87,1,0.60,1,100.00,0,6,0,0,6,0.00,6.00,3.00
Jaguars,JAX,16,HB,554174287,Tremaine Robertson,1,17,3704,7,5,-0.10,5,100.00,0,8,0,15,21,3.00,4.20,1.75
Jaguars,JAX,16,TE,554175181,Colin Keller,2,0,3370,81,17,76.90,89,96.37,4,32,1,301,938,3.38,10.54,66.92
Jaguars,JAX,16,WR,554173742,Ralph Choice,3,0,3857,18,17,119.70,75,89.89,8,37,6,243,890,3.24,11.87,42.79
Jaguars,JAX,16,TE,554175106,Brenton Strange,4,0,2415,85,4,8.20,3,75.00,1,17,1,4,22,1.33,7.33,3.97
Jaguars,JAX,16,WR,554175380,Parker Washington,4,0,2454,11,1,4.10,5,100.00,0,15,0,14,41,2.80,8.20,20.50
Jaguars,JAX,16,HB,554172634,Tank Bigsby,4,0,2539,4,7,9.60,11,100.00,0,26,1,51,97,4.64,8.82,6.95
Jaguars,JAX,16,TE,554174563,Cade Otton,5,0,1872,82,4,3.10,4,100.00,0,12,0,17,38,4.25,9.50,4.89
Jaguars,JAX,16,HB,554173242,Travis Etienne Jr,6,0,1365,1,14,54.40,32,91.07,2,53,3,224,329,7.00,10.28,11.97
Jaguars,JAX,16,WR,554174037,Christian Kirk,9,0,8963,13,16,180.00,84,94.58,4,65,14,486,1316,5.79,15.67,70.58
Jaguars,JAX,16,HB,554174370,Joe Mixon,10,0,9241,20,1,1.70,2,66.67,1,14,0,18,17,9.00,8.50,8.50
Jaguars,JAX,16,WR,554172695,Tyler Boyd,10,0,7903,83,8,21.10,16,100.00,0,27,1,36,185,2.25,11.56,27.59
