team__displayName,team__abbrName,team__logoId,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,rushTotalAtt,rushTotalBrokenTackles,rushTotalFum,rushTotalLongest,rushTotalTDs,rushTotal20PlusYds,rushTotalYdsAfterContact,rushTotalYds,rushAvgYdsAfterContact,rushAvgYdsPerAtt,rushAvgYdsPerGame
Panthers,CAR,20,WR,551028814,A.T. Perry,2,0,2352,86,1,0.00,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Panthers,CAR,20,WR,551029209,Jaxon Smith-Njigba,2,0,2401,11,11,80.00,0,23,1,0,0,0,0,0,0.00,0.00,0.00
Panthers,CAR,20,HB,551028765,Isiah Pacheco,3,0,1875,33,17,161.10,241,62,2,74,15,11,349,1321,20.53,5.48,77.71
Panthers,CAR,20,TE,551027522,Jake Ferguson,3,0,1577,87,2,12.80,0,3,0,0,0,0,0,0,0.00,0.00,0.00
Panthers,CAR,20,WR,551028578,Darnell Mooney,5,0,469,1,1,16.50,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Panthers,CAR,20,WR,551027754,K.J. Hamler,5,0,739,88,8,0.00,0,11,0,0,0,0,0,0,0.00,0.00,0.00
Panthers,CAR,20,HB,551028426,Alexander Mattison,6,0,9562,22,7,2.10,8,1,0,7,0,0,10,21,1.43,2.62,1.24
Panthers,CAR,20,HB,551029145,Devin Singletary,6,0,9629,26,11,18.80,41,7,1,12,3,0,36,130,3.27,3.17,7.65
Panthers,CAR,20,WR,551028080,Diontae Johnson,6,0,9529,5,5,8.80,0,5,0,0,0,0,0,0,0.00,0.00,0.00
Panthers,CAR,20,WR,551028948,Hunter Renfrow,6,0,9610,86,5,0.00,0,7,0,0,0,0,0,0,0.00,0.00,0.00
Panthers,CAR,20,TE,551029410,Robert Tonyan,7,0,9943,85,1,0.00,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Patriots,NE,21,HB,551027475,Audric Estime,1,0,10067,26,2,3.00,9,3,0,7,0,0,1,30,0.50,3.33,4.29
Patriots,NE,21,HB,551027236,Blake Corum,1,0,10043,22,17,61.70,161,43,4,36,5,3,229,564,13.47,3.50,33.18
Patriots,NE,21,QB,551028430,Drake Maye,1,0,10165,10,16,154.88,29,5,2,32,3,2,10,144,0.63,4.97,8.47
